Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
日本,JPN,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377800,377880,377890,377900,377910,377910,377920,377930,377940,377947,377950,377955,377960,377962,377962,377971,377970,377970,377974,377974,377974,377974
哈萨克斯坦,KAZ,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724902,2724900,2724900
肯尼亚,KEN,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370,580370
吉尔吉斯斯坦,KGZ,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199950,199949,199949,199949,199949,199949,199949,199949,199950,199950,199950,199949,199950,199950
柬埔寨,KHM,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040,181040
基里巴斯,KIR,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
圣基茨和尼维斯,KNA,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
大韩民国,KOR,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99260,99540,99590,99600,99620,99650,99680,99720,99830,99900,100030,100030,100150,100266,100280,100295,100339,100360,100380,100400,100410,100430
科威特,KWT,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820
拉丁美洲与加勒比海地区（不包括高收入）,LAC,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18286490,18259300,18259300,18259300,18259300,18259300,18259300,18259300,18259300,18259300,18259300,18259300,18259300,18259292,18259292,18259290,18259291,18259286,18259286,18259286,18259286,18259287,18357456.31,18356325.36,18356325.36
老挝,LAO,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800,236800
黎巴嫩,LBN,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450,10450
利比里亚,LBR,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370,111370
利比亚,LBY,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540
圣卢西亚,LCA,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620
拉丁美洲与加勒比海地区,LCN,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452718,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20452628,20425438,20425438,20425438,20425438,20425438,20425438,20425438,20425438,20425438,20425438,20425438,20425438,20425430,20425480,20425478,20425479,20425374,20425374,20425978,20425978,20425979,20524148.31,20523017.36,20523017.36
最不发达国家：联合国分类,LDC,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20768411,20761488,20761488,20761488,20761488,20761488,20761488,20761488,20761488,20761488,20761488,20795839.11,20795838.17,20795807.93,20795775.6,20795792.54,20795804.86,20795799.45,20796078.03,20815144.53,20815112.41,20814268.96,20814322.54,20814309.92,20814651.28,20814246.38,20814250.12,20814208.87,20814208.87
低收入国家,LIC,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,14973680,15009714.11,15009713.17,15009682.93,15009650.6,15009667.54,15009679.86,15009674.45,15009953.03,15029019.53,15028987.41,15028973.96,15029027.54,15029014.92,15029009.28,15029015.38,15029019.12,15028977.87,15028977.87
列支敦士登,LIE,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
斯里兰卡,LKA,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610,65610
中低等收入国家,LMC,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24789011,24789011,24791051,24791131,24791131,24791131,24791131,24791131,24791131,24791131,24789791,24789801,24789801,24790471,24790501,24790531,24790541,24783618,24783618,24783618,24783618,24783618,24783618,24778451,24778461,24778511,24778521,24776842,24778740,24778740,24778740,24778579,24779118,24779021,24779024,24779018,24779027,24777293,24782119,24782120,24782463,24782062,24782119,24782149.75,24782149
中低收入国家,LMY,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95987353,95987353,95989393,95989473,95989473,95989473,95989473,95989473,95989473,95989473,95988133,95988143,95988143,95988813,95988843,95988873,95988963,95982040,95982040,95982030,95982020,95954830,95954830,95949653,95949657.2,95949706.2,95949715.7,95984090.61,95985986.97,95985956.33,95985923.4,95985779.34,95983250.86,95983150.45,95983399.03,96002457.53,96001843.41,96000091.96,96007569.54,96007924.92,96011410.28,96010961.58,96108953.2,96104449.75,96104642
莱索托,LSO,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360
後期人口紅利,LTE,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45782859.9,45782859.9,45784899.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45784979.9,45783639.9,45783649.9,45783649.9,45784319.9,45784349.9,45784379.9,45784479.9,45784479.9,45784479.9,45784469.9,45784459.9,45784459.9,45784459.9,45782050.9,45782055.1,45782104.1,45782113.6,45782127.4,45784024.7,45784014.3,45784013.7,45783857.7,45783861.9,45783771.9,45783740.9,45783732.9,45783458.9,45783603.9,45783552.9,45784524.9,45784428.9,45784351.9,45784137.9,45779681.7,45779851.95
立陶宛,LTU,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65300,65286,65286,65286,65286,65290,65290,65290,65290
卢森堡,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590
拉脱维亚,LVA,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64594,64590,64590
中国澳门特别行政区,MAC,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,27,27,28,28,28.6,29.2,29.2,29.5,29.7,29.9,29.9,30.3,30.3,30.4,30.5,30.8,32.9,32.9,32.9,33
圣马丁（法属）,MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50
摩洛哥,MAR,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550,446550
摩纳哥,MCO,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.027,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,74.92,90.084
摩尔多瓦,MDA,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33840,33840,33850,33850,33840,33840,33840,33840,33840,33840,33840,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850,33850
马达加斯加,MDG,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587040,587295,587295,587295,587295,587295,587295,587295,587295,587295,587295,587295
马尔代夫,MDV,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
中东与北非地区,MEA,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388307.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388327.9,11388337.9,11388347.9,11388357.9,11388357.9,11388367.9,11388377.9,11385837.9,11385839.9,11385844.9,11385847.9,11385659.9,11385540.9,11385548.9,11385549.9,11385550.9,11385550.9,11385551.9,11385553.9,11385561.9
墨西哥,MEX,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964380,1964375,1964375,1964375,1964375,1964375,1964375,1964375,1964375
马绍尔群岛,MHL,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
中等收入国家,MIC,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81013673,81013673,81015713,81015793,81015793,81015793,81015793,81015793,81015793,81015793,81014453,81014463,81014463,81015133,81015163,81015193,81015283,81008360,81008360,81008350,81008340,80981150,80981150,80975973,80975977.2,80976026.2,80976035.7,80974376.5,80976273.8,80976273.4,80976272.8,80976111.8,80973571,80973476,80973446,80973438,80972856,80971118,80978542,80978910,80982401,80981946.2,81079934.08,81075471.88,81075664.13
北马其顿,MKD,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710
马里,MLI,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190
马耳他,MLT,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
缅甸,MMR,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590
中东与北非地区（不包括高收入）,MNA,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8775420,8775420,8775420,8775420,8775232,8775232,8775233,8775233,8775233,8775233,8775231,8775231,8775234
黑山,MNE,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810
蒙古,MNG,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564116,1564116,1564116,1564115.749,1564116
北马里亚纳群岛,MNP,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
莫桑比克,MOZ,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380
毛里塔尼亚,MRT,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700
毛里求斯,MUS,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007
马拉维,MWI,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480
马来西亚,MYS,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330396,330396,330345,330713,330621,330524,330241,330241,330411
北美,NAC,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19508894,19511834,19511834,19511834,19511834,19511834,19511834,19511834,19511834,19711314,19711314,19711314,19711314,19711314,19715550,19715550,19715550,19715550,19715550,19715550,19715550,19715550,25470210
纳米比亚,NAM,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290
新喀里多尼亚,NCL,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580
尼日尔,NER,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000
尼日利亚,NGA,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770
尼加拉瓜,NIC,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370
荷兰,NLD,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540
挪威,NOR,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,385178,625217.11,625222,625184.78,625194,625217,625222,625218,624499,624500
尼泊尔,NPL,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180
瑙魯,NRU,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
新西兰,NZL,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710
经合组织成员,OED,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.11,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212433.81,37212453.81,37212463.81,37212483.81,37212493.81,37212493.81,37212493.81,37212493.81,37215173.81,37215553.81,37215923.81,37216293.81,37216033.81,37216083.81,37216413.81,37216443.81,37416058.81,37416270.81,37416640.81,37416654.81,37417147.81,37739033.53,37739067.82,37739096.37,37739937.59,37739786.82,37739852.88,37740289.6,37738493.23,43493178.97
阿曼,OMN,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500
其他小国,OSS,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081351,2081371,2081371,2074448,2074448,2074448,2074448,2074448,2074448,2074448,2074448,2074448,2074458,2072785,2072795,2072795,2072805,2072815,2072815,2072817,2072789,2072792,2072902,2072784,2072791,2072792,2072793,2072788,2072791,2072793,2072798
